Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Instagram,Facebook,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber,Telegram,Широта,Долгота,2GIS URL
Treehouse,,Бани и сауны,"улица Кемаль Акишев, 52",,,,,,Целиноградский район,Акмолинская область,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,5.0,26,87781727376,,,,,,,,https://instagram.com/tree_house_karaotkel,,https://wa.me/77781727376,,,,,51.133193,71.220443,https://2gis.com/firm/70000001101051572
Банный комплекс,,Бани и сауны,"улица Жакып Акпаев, 5а",,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.0,2,87024155549,,,,,,,,,,https://wa.me/77024155549,,,,,51.181814,71.358931,https://2gis.com/firm/70000001090347680
Коктал Бу,семейная баня,Бани и сауны,"улица Енлик-Кебек, 19",,,Коктал ж/м,Сарыарка район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.5,7,87782223320,,,,,,,,https://instagram.com/koktalarena,,https://wa.me/77782223320,,,,,51.175342,71.344383,https://2gis.com/firm/70000001095136605
Shabash,банный комплекс,Бани и сауны,"улица Екибастуз, 5/1",,,Железнодорожный ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 16:00-04:00; Вт: 16:00-04:00; Ср: 16:00-04:00; Чт: 16:00-04:00; Пт: 16:00-05:00; Сб: 16:00-05:00; Вс: 16:00-04:00,+05:00,5.0,17,87710404433,,,,,,,,,,https://wa.me/77710404433,,,,,51.1465,71.563174,https://2gis.com/firm/70000001082066103
Семейная баня,,Бани и сауны,"улица Кемаль Акишев, 60",,,,,,Целиноградский район,Акмолинская область,Казахстан,Пн: 14:00-24:00; Вт: 14:00-24:00; Ср: 14:00-24:00; Чт: 14:00-24:00; Пт: 14:00-24:00; Сб: 14:00-24:00; Вс: 14:00-24:00 (по предварительной записи),+05:00,4.7,19,87473206422,,,,,,,,,,,,,,,51.134207,71.220505,https://2gis.com/firm/70000001101876443
Рахат,кедровый банный комплекс,Бани и сауны,"3-й Северный квартал, 7753",,,,,Косшы,Косшы городская администрация,Акмолинская область,Казахстан,Пн: 11:00-02:00; Вт: 11:00-02:00; Ср: 11:00-02:00; Чт: 11:00-02:00; Пт: 11:00-02:00; Сб: 11:00-02:00; Вс: 11:00-02:00,+05:00,4.8,125,87752227522,,,,,,,,https://instagram.com/kedrovye_bani_rakhat,,https://wa.me/77752227522,,,,,50.987947,71.381142,https://2gis.com/firm/70000001041099265
Dostar,баня,Бани и сауны,"улица Алихан Бокейханов, 12Б",,,,,,Целиноградский район,Акмолинская область,Казахстан,Пн: 09:00-01:00; Вт: 09:00-01:00; Ср: 09:00-01:00; Чт: 09:00-01:00; Пт: 09:00-01:00; Сб: 09:00-01:00; Вс: 09:00-01:00,+05:00,4.6,48,87007002009,,,,,,,,https://instagram.com/bania_na_drovah_astana,,https://wa.me/77007002009,,,,,51.132757,71.234514,https://2gis.com/firm/70000001029524102
Атмосферная,,Бани и сауны,"улица Е 590, 7",,,Үркер ж/м,Нура район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.5,70,87052325832,87478037322,,,,,,,https://instagram.com/atmosfernaya.banya,,https://wa.me/77052325832,https://wa.me/77478037322,,,,51.12766,71.273404,https://2gis.com/firm/70000001061796689
Пихта №1,,Бани и сауны,"улица Нура-Ишим, 30",,,№8,,Косшы,Косшы городская администрация,Акмолинская область,Казахстан,Пн: 10:00-02:00; Вт: 10:00-02:00; Ср: 10:00-02:00; Чт: 10:00-02:00; Пт: 10:00-02:00; Сб: 10:00-02:00; Вс: 10:00-02:00,+05:00,4.7,72,,,,,,,,,https://instagram.com/pihta001_banya,,,,,,,50.957494,71.376624,https://2gis.com/firm/70000001052213438
Пар-Парыч,банный двор,Бани и сауны,"улица Нура-Ишим, 67",,,,,Косшы,Косшы городская администрация,Акмолинская область,Казахстан,Пн: 09:00-23:00; Вт: 09:00-23:00; Ср: 09:00-23:00; Чт: 09:00-23:00; Пт: 09:00-23:00; Сб: 09:00-23:00; Вс: 09:00-23:00,+05:00,4.8,26,87011100556,,,,,,,,https://instagram.com/par_parych.ast,,https://wa.me/77011100556,,,,,50.947173,71.370781,https://2gis.com/firm/70000001102986900
У дяди Толи,,Бани и сауны,"улица Шу, 43",,,Юго-Восток (левая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 14:00-01:00; Вт: 14:00-01:00; Ср: 14:00-01:00; Чт: 14:00-01:00; Пт: 14:00-01:00; Сб: 14:00-01:00; Вс: 14:00-01:00,+05:00,2.8,14,87773442031,,,,,,,,,,https://wa.me/77773442031,,,,,51.148104,71.523245,https://2gis.com/firm/70000001018123769
Баня,,Бани и сауны,"улица Балкантау, 207",1 этаж,,Юго-Восток (правая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 17:00-02:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.0,12,87022028738,,,,,,,,,,https://wa.me/77022028738,,,,,51.135186,71.474098,https://2gis.com/firm/70000001062593417
Азат,сауна,Бани и сауны,"улица Найзакара, 1/2",,,,Сарыарка район,Астана,,Астана,Казахстан,,+05:00,,,,,,,,,,,,,,,,,,51.181134,71.399047,https://2gis.com/firm/70000001104596979
Баня на дровах,,Бани и сауны,"улица Зеренды, 35",,,Юго-Восток (правая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-24:00; Сб: 12:00-24:00; Вс: 12:00-24:00,+05:00,4.0,30,87015280583,87075280583,,,,,,,,,https://wa.me/77075280583,,,,,51.137084,71.482562,https://2gis.com/firm/70000001057830553
Семейная баня,,Бани и сауны,"улица Шакена Айманова, 63",,,,,Косшы,Косшы городская администрация,Акмолинская область,Казахстан,Пн: 11:00-24:00; Вт: 11:00-24:00; Ср: 11:00-24:00; Чт: 11:00-24:00; Пт: 11:00-24:00; Сб: 11:00-24:00; Вс: 11:00-24:00,+05:00,5.0,10,,,,,,,,,,,,,,,,50.962639,71.364965,https://2gis.com/firm/70000001104241330
Элит Пар,,Бани и сауны,"улица Шамши Калдаяков, 1а",,,,,Косшы,Косшы городская администрация,Акмолинская область,Казахстан,Вт: 12:00-01:00; Ср: 12:00-01:00; Чт: 12:00-01:00; Пт: 12:00-01:00; Сб: 12:00-01:00; Вс: 12:00-01:00,+05:00,5.0,18,87789227093,,,,,,,,https://instagram.com/elit_elit_par_banya_kosshy,,https://wa.me/77789227093,,,,,50.967592,71.352837,https://2gis.com/firm/70000001093494165
Купидон,сауна,Бани и сауны,"улица Балкантау, 77",,,Юго-Восток (правая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.4,90,87014479911,,,,,,,,,,https://wa.me/77014479911,,,,https://t.me/+77014479911,51.135531,71.497614,https://2gis.com/firm/70000001028115598
Адал,баня на дровах,Бани и сауны,"улица Мустафа Шокай, 17а",,,Юго-Восток (правая сторона) ж/м,Сарайшык район,Астана,,Астана,Казахстан,Пн: 14:00-02:00; Вт: 14:00-02:00; Ср: 14:00-02:00; Чт: 14:00-02:00; Пт: 14:00-02:00; Сб: 10:00-02:00; Вс: 10:00-02:00,+05:00,3.5,38,87761101241,,,,,,,,,,https://wa.me/77761101241,,,,,51.12583,71.51577,https://2gis.com/firm/70000001066292209
Сауна,,Бани и сауны,"переулок Кызан, 17",,,Юго-Восток (правая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,5.0,1,87016567138,,,,,,,,,,https://wa.me/77016567138,,,,,51.142175,71.514604,https://2gis.com/firm/70000001074846919
Мирас,банный комплекс,Бани и сауны,"улица Курмангазы, 4",,,,,,Целиноградский район,Акмолинская область,Казахстан,Пн: 14:00-23:00; Вт: 14:00-23:00; Ср: 14:00-23:00; Чт: 14:00-23:00; Пт: 14:00-23:00; Сб: 12:00-24:00; Вс: 12:00-24:00,+05:00,4.8,17,87078120841,,,,,,,,,,https://wa.me/77078120841,,,,,51.244082,71.153942,https://2gis.com/firm/70000001066618761
Aq Bu,баня,Бани и сауны,"улица Тайбурыл, 7",,,,Байконыр район,Астана,,Астана,Казахстан,"Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00 (санитарный день: пн; женские дни: ср-вс; мужские дни: вт, чт, пт-сб)",+05:00,4.5,9,,,,,,,,,,,,,,,,51.197108,71.42098,https://2gis.com/firm/70000001099764928
Отбасы,сауна,Бани и сауны,"улица Ыбырая Алтынсарина, 14",,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 12:00-03:00; Вт: 12:00-03:00; Ср: 12:00-03:00; Чт: 12:00-03:00; Пт: 12:00-03:00; Сб: 12:00-03:00; Вс: 12:00-03:00,+05:00,4.5,26,87011469848,,,,,,,,,,https://wa.me/77011469848,,,,,51.191575,71.413564,https://2gis.com/firm/70000001088226815
Дос,баня,Бани и сауны,"улица Николай Гоголь, 54",,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,3.8,7,87754439854,,,,,,,,,,https://wa.me/77028300165,,,,,51.194515,71.440616,https://2gis.com/firm/70000001089269252
Баня,,Бани и сауны,"переулок Атбасар, 23/3",,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,3.6,4,87089216076,,,,,,,,,,https://wa.me/77089216076,,,,,51.183293,71.368996,https://2gis.com/firm/70000001089388108
Best,сауна,Бани и сауны,"улица Саркан, 26",,,Юго-Восток (правая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.8,37,87074783981,,,,,,,,,,https://wa.me/77074783981,,,,,51.139085,71.491822,https://2gis.com/firm/70000001091451409
Айганым,семейная баня,Бани и сауны,"улица Мыржакыпа Дулатова, 38/1",,,Агрогородок м-н,Сарыарка район,Астана,,Астана,Казахстан,Пн: 08:00-02:00; Вт: 08:00-02:00; Ср: 08:00-02:00; Чт: 08:00-02:00; Пт: 08:00-02:00; Сб: 08:00-02:00; Вс: 08:00-02:00 (по предварительному звонку),+05:00,4.4,21,87087091969,87783785973,,,,,,,,,https://wa.me/77087091969,https://wa.me/77783785973,,,,51.192747,71.390095,https://2gis.com/firm/70000001065941248
Баня Вашей Мечты,,Бани и сауны,"улица Спандияра Кобеева, 57",,,,,,Косшы городская администрация,Акмолинская область,Казахстан,Пн: 09:00-23:00; Вт: 09:00-23:00; Ср: 09:00-23:00; Чт: 09:00-23:00; Пт: 09:00-23:00; Сб: 09:00-23:00; Вс: 09:00-23:00,+05:00,4.8,55,87016416173,87016287392,,,,,,,https://instagram.com/taitobe_banya_1,,https://wa.me/77016416173,https://wa.me/77016287392,,,,50.978491,71.301619,https://2gis.com/firm/70000001079928343
Семейная баня,,Бани и сауны,"улица Кумжарган, 15",,,Үркер ж/м,Нура район,Астана,,Астана,Казахстан,Пн: 17:00-21:00; Пт: 17:00-21:00; Сб: 17:00-21:00; Вс: 17:00-21:00,+05:00,0.0,1,87757913548,,,,,,,,,,https://wa.me/77757913548,,,,,51.124894,71.251928,https://2gis.com/firm/70000001104203397
Баня,,Бани и сауны,"улица Алиби Жангельдина, 2Б/2",,,,,Косшы,Косшы городская администрация,Акмолинская область,Казахстан,Пн: 11:00-24:00; Вт: 11:00-24:00; Чт: 11:00-24:00; Пт: 11:00-24:00; Сб: 11:00-24:00; Вс: 11:00-24:00,+05:00,4.0,15,87761109898,,,,,,,,,,,,,,,50.9758,71.355234,https://2gis.com/firm/70000001034013607
Баня,,Бани и сауны,"улица Шокана Уалиханова, 6",,,,,Косшы,Косшы городская администрация,Акмолинская область,Казахстан,Пн: 11:00-01:00; Вт: 11:00-01:00; Ср: 11:00-01:00; Чт: 11:00-01:00; Пт: 11:00-01:00; Сб: 11:00-01:00; Вс: 11:00-01:00 (по предварительной записи),+05:00,4.7,14,87013260936,87000880257,,,,,,,,,https://wa.me/77000880257,https://wa.me/77013260936,,,,50.962163,71.339319,https://2gis.com/firm/70000001082974788
Жеңіл бу,,Бани и сауны,"улица Куланотпес, 2/2а",,,Коктал-2 м-н,Сарыарка район,Астана,,Астана,Казахстан,Сб: 12:00-24:00; Вс: 12:00-24:00,+05:00,4.2,5,87015720013,87002709500,,,,,,,,,https://wa.me/77002709500,,,,,51.197613,71.326187,https://2gis.com/firm/70000001083954258
10 Region,,Бани и сауны,"улица Акарыс, 25",1 этаж,,Юго-Восток (левая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.4,124,87089222816,87476771339,87015330566,,,,,,https://instagram.com/10region_sauna_astana,,https://wa.me/77089222816,https://wa.me/77476771339,,,,51.151216,71.509073,https://2gis.com/firm/70000001055137534
Bek,,Бани и сауны,"улица Байтерек, 1",,,,,,Целиноградский район,Акмолинская область,Казахстан,Пн: 16:00-02:00; Вт: 14:00-02:00; Ср: 14:00-02:00; Чт: 14:00-02:00; Пт: 12:00-02:00; Сб: 12:00-02:00; Вс: 12:00-02:00,+05:00,4.3,87,87476064293,,,,,,,,https://instagram.com/bek_monshasy,,https://wa.me/77476064293,,,,,51.274355,71.623136,https://2gis.com/firm/70000001082383859
Банный двор,,Бани и сауны,"переулок Шаттык, 16",,,Юго-Восток (правая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 09:00-23:00; Вт: 09:00-23:00; Ср: 09:00-23:00; Чт: 09:00-23:00; Пт: 09:00-23:00; Сб: 09:00-23:00; Вс: 09:00-23:00,+05:00,4.0,31,87760097105,87760330433,,,,,,,,,https://wa.me/77760097105,https://wa.me/77760330433,,,,51.140101,71.519141,https://2gis.com/firm/70000001094686780
Сказка,сауна,Бани и сауны,"улица Армандастар, 2в",,,Интернациональный ж/м,Сарайшык район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,5.0,1,87057799798,,,,,,,,,,https://wa.me/77057799798,,,,,51.129484,71.588215,https://2gis.com/firm/70000001096825920
Семейная баня,,Бани и сауны,"улица Майдаконыр, 50",,,Юго-Восток (правая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 12:00-02:00; Вт: 12:00-02:00; Ср: 12:00-02:00; Чт: 12:00-02:00; Пт: 12:00-02:00; Сб: 12:00-02:00; Вс: 12:00-02:00,+05:00,3.0,3,87028649830,,,,,,,,https://instagram.com/banya._dlya._dushi,,https://wa.me/77028649830,,,,,51.143457,71.512263,https://2gis.com/firm/70000001095393648
Семейная баня,,Бани и сауны,"улица Баканас, 14",,,Мичурино ж/м,Сарайшык район,Астана,,Астана,Казахстан,Пн: 10:00-24:00; Вт: 10:00-24:00; Ср: 10:00-24:00; Чт: 10:00-24:00; Пт: 10:00-24:00; Сб: 10:00-24:00; Вс: 10:00-24:00 (по предварительной записи: пн-вс),+05:00,4.4,15,87783533522,87083033003,,,,,,,,,https://wa.me/77783533522,https://wa.me/77083033003,,,,51.117902,71.643798,https://2gis.com/firm/70000001059266013
