Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,E-mail 3,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Instagram 1,Instagram 2,Instagram 3,Twitter 1,Twitter 2,Twitter 3,Facebook 1,Facebook 2,Facebook 3,ВКонтакте 1,ВКонтакте 2,ВКонтакте 3,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Viber 3,Telegram 1,Telegram 2,Telegram 3,YouTube 1,YouTube 2,YouTube 3,Skype 1,Skype 2,Skype 3,Широта,Долгота,2GIS URL
Gaya,студия,Ногтевые студии; Оформление бровей и ресниц; Обучение мастеров для салонов красоты,"Амангельды Иманова улица, 19",410 офис; 4 этаж,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00 (по предварительной записи),+05:00,5.0,44,87051838110,,,,,,,,,https://instagram.com/gaya.beauty.kz,,,,,,,,,,,,https://wa.me/77051838110,,,,,,,,,,,,,,,51.164621,71.442577,https://2gis.com/firm/70000001094311474
Айшат,ногтевая студия,Ногтевые студии,"Амангельды Иманова улица, 19",410 кабинет; 4 этаж,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+05:00,4.0,7,87010367577,,,,,,,,,https://instagram.com/manikur_pedikur_ast_01,,,,,,,,,,,,https://wa.me/77010367577,,,,,,,,,,,,,,,51.164621,71.442577,https://2gis.com/firm/70000001094798215
Кабинет маникюра,,Ногтевые студии,"проспект Бауыржан Момышулы, 2в",,,,Алматы район,Астана,,Астана,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00 (по предварительной записи),+05:00,,,87051005137,,,,,,,,,https://instagram.com/_zhanara_abdylina_hrtpm,,,,,,,,,,,,https://wa.me/77051005137,,,,,,,,,,,,,,,51.13372,71.460502,https://2gis.com/firm/70000001095214289
nailpadruzhka,,Ногтевые студии,"Амангельды Иманова улица, 19",909F офис; 9 этаж,,,Байконыр район,Астана,,Астана,Казахстан,,+05:00,,,,,,,,,,,,https://instagram.com/nailpadruzhka,,,,,,,,,,,,,,,,,,,,,,,,,,,51.164621,71.442577,https://2gis.com/firm/70000001095517024
Permanentmakeup_888,,Ногтевые студии; Перманентный макияж; Визажисты; Оформление бровей и ресниц,"улица Каныш Сатпаев, 18",,,Қараөткел ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00 (по предварительной записи),+05:00,,,87029990420,,,,,,,,,https://instagram.com/permanentmakeup_888,,,,,,,,,,,,https://wa.me/77029990420,,,,,,,,,,,,,,,51.14344,71.475317,https://2gis.com/firm/70000001099019366
Yerkesh,,Ногтевые студии,"улица Борили, 20",,,Юго-Восток (правая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,"Пн: 08:00-12:00, 14:00-17:00; Вт: 08:00-12:00, 14:00-17:00; Ср: 08:00-12:00, 14:00-17:00; Чт: 08:00-12:00, 14:00-17:00; Пт: 08:00-12:00, 14:00-17:00 (по предварительной записи)",+05:00,5.0,8,87786366534,,,,,,,,,https://instagram.com/nails_yerkesh,,,,,,,,,,,,https://wa.me/77786366534,,,,,,,,,,,,,,,51.138777,71.494193,https://2gis.com/firm/70000001100167689
DA beauty studio,,Ногтевые студии; Оформление бровей и ресниц,"Амангельды Иманова улица, 19",810B офис; 8 этаж,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,5.0,14,87471027018,,,,,,,,,https://instagram.com/dauletkyzy_studio,,,,,,,,,,,,https://wa.me/77471027018,,,,,,,,,,,,,,,51.164621,71.442577,https://2gis.com/firm/70000001100375700
Кабинет маникюра и педикюра,,Ногтевые студии,"проспект Шакарим Кудайбердыулы, 29/1",9 бутик,,,Алматы район,Астана,,Астана,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+05:00,5.0,53,87476241462,,,,,,,,,https://instagram.com/kozhakhmetova916,,,,,,,,,,,,https://wa.me/77476241462,,,,,,,,,,,,,,,51.156304,71.50498,https://2gis.com/firm/70000001101676982
Кабинет маникюра,,Ногтевые студии,"улица Каныш Сатпаев, 21",,,,Алматы район,Астана,,Астана,Казахстан,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00 (по предварительной записи),+05:00,,,87059193489,,,,,,,,,,,,,,,,,,,,,https://wa.me/77059193489,,,,,,,,,,,,,,,51.142776,71.47315,https://2gis.com/firm/70000001101971563
nail_astana__,,Ногтевые студии,"Амангельды Иманова улица, 19",308B кабинет; 3 этаж,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,,,87758883705,,,,,,,,,https://instagram.com/nail_astana__,,,,,,,,,,,,https://wa.me/77758883705,,,,,,,,,,,,,,,51.164621,71.442577,https://2gis.com/firm/70000001103021383
BandB,кабинет маникюра,Ногтевые студии,"Амангельды Иманова улица, 19",901А кабинет; 9 этаж,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+05:00,,,87714040303,87747375385,,,,,,,,https://instagram.com/bandb_ast,,,,,,,,,,,,https://wa.me/77747375385,,,,,,,,,,,,,,,51.164621,71.442577,https://2gis.com/firm/70000001103212778
Ханшайым,салон красоты,Ногтевые студии; Оформление бровей и ресниц,"проспект Тауелсиздик, 25",,,,Алматы район,Астана,,Астана,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.142452,71.461111,https://2gis.com/firm/70000001104981140
Muse,салон красоты,Ногтевые студии; Парикмахерские; Эпиляция; Оформление бровей и ресниц,"проспект Бауыржан Момышулы, 4",,,Юго-Восток (правая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,,,87712566677,,,,,,,,,https://instagram.com/muse_bs_astana,,,,,,,,,,,,https://wa.me/77712566677,,,,,,,,,,,,,,,51.137101,71.46927,https://2gis.com/firm/70000001105009608
Nail Room Beauty,ногтевая студия,Ногтевые студии; Обучение мастеров для салонов красоты,"проспект Сарыарка, 43",4 бутик; 2 этаж,,,Сарыарка район,Астана,,Астана,Казахстан,Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00 (по предварительной записи),+05:00,4.8,25,87470293747,,,,,,,,,https://instagram.com/nail.room.beauty,,,,,,,,,,,,https://wa.me/77470293747,,,,,,,,,,,,,,,51.180901,71.404098,https://2gis.com/firm/70000001077369594
Салон красоты,,Ногтевые студии; Парикмахерские,"проспект Женис, 37",,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,5.0,15,87011464193 (администратор),87014290468 (мастер универсал ),87755951596 (мастер маникюра),,,,,,,https://instagram.com/gulmanbizhan,,,,,,,,,,,,https://wa.me/77011464193,https://wa.me/77014290468,,,,,,,,,,,,,,51.176913,71.410363,https://2gis.com/firm/70000001094524921
Lux Nails,студия маникюра,Ногтевые студии,"проспект Республики, 48/1",,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+05:00,,,87771119572,,,,,,,,,,,,,,,,,,,,,https://wa.me/77771119572,,,,,,,,,,,,,,,51.178669,71.424928,https://2gis.com/firm/70000001103321759
nail_dngl,,Ногтевые студии,"улица Ахмет Байтурсынулы, 10/2",,,,Сарайшык район,Астана,,Астана,Казахстан,Пн: 12:00-20:00; Вт: 12:00-20:00; Ср: 12:00-20:00; Чт: 12:00-20:00; Пт: 12:00-20:00; Сб: 12:00-20:00; Вс: 12:00-20:00,+05:00,1.4,1,87777531813,,,,,,,,,https://instagram.com/nail_dngl,,,,,,,,,,,,https://wa.me/77777531813,,,,,,,,,,,,,,,51.119828,71.497037,https://2gis.com/firm/70000001083640623
Subbi_lashes,,Ногтевые студии; Оформление бровей и ресниц; Обучение мастеров для салонов красоты,"проспект Ракымжан Кошкарбаев, 28",вход в Inkar Tekstil,,,Сарайшык район,Астана,,Астана,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00 (по предварительной записи),+05:00,4.4,12,87779000199,,,,,,http://beautyagent.ru/kseniya4085,,,https://instagram.com/subbi_lashes,,,,,,,,,,,,https://wa.me/77779000199,,,,,,,,,,,,,,,51.125894,71.478344,https://2gis.com/firm/70000001098545628
Creatif,салон красоты,Ногтевые студии; Парикмахерские; Эпиляция,"улица Кенесары, 40",214 бутик; 2 этаж,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,,,87015528697,,,,,,,,,,,,,,,,,,,,,https://wa.me/77015528697,,,,,,,,,,,,,,,51.165737,71.432991,https://2gis.com/firm/70000001067031494
tuganay_beautybar,,Ногтевые студии,"улица Кенесары, 40",310 офис; 4 этаж,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00 (по предварительной записи),+05:00,5.0,14,87764100009,,,,,,,,,https://instagram.com/tuganay_beautybar,,,,,,,,,,,,https://wa.me/77764100009,,,,,,,,,,,,,,,51.165737,71.432991,https://2gis.com/firm/70000001067097500
Asellola_lashmeker,,Ногтевые студии; Оформление бровей и ресниц,"улица Кенесары, 40",2 этаж,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 08:30-22:00; Вт: 08:30-22:00; Ср: 08:30-22:00; Чт: 08:30-22:00; Пт: 08:30-22:00; Сб: 08:30-22:00; Вс: 08:30-22:00 (по предварительной записи),+05:00,5.0,2,87071411233,,,,,,,,,https://instagram.com/asellola_lashmaker,,,,,,,,,,,,https://wa.me/77071411233,,,,,,,,,,,,,,,51.165737,71.432991,https://2gis.com/firm/70000001079915054
Жанель,студия красоты,Ногтевые студии; Оформление бровей и ресниц; Парикмахерские; Визажисты,"улица Бейбитшилик, 62",1 этаж,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,4.2,21,87756067607,87778827984,,,,,,,,,,,,,,,,,,,,https://wa.me/77778827984,,,,,,,,,,,,,,,51.187479,71.415656,https://2gis.com/firm/70000001029286262
Кабинет маникюра,,Ногтевые студии; Эпиляция; Оформление бровей и ресниц,"проспект Мангилик Ел, 24",1 этаж,,,Есиль район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00 (по предварительной записи),+05:00,5.0,36,87026715500,,,,,,,,,https://instagram.com/olesia_nail,,,,,,,,,,,,https://wa.me/77026715500,,,,,,https://t.me/new_sun_21,,,,,,,,,51.114873,71.434717,https://2gis.com/firm/70000001086703974
Aigerim beauty studio,,Ногтевые студии; Эпиляция; Оформление бровей и ресниц,"улица Алматы, 1",302 кабинет; 3 этаж,,,Есиль район,Астана,,Астана,Казахстан,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00 (по предварительной записи),+05:00,4.9,53,87751781678,,,,,,,,,https://instagram.com/aigerim_beauty_studio,,,,,,,,,,,,https://wa.me/77751781678,,,,,,,,,,,,,,,51.118332,71.414221,https://2gis.com/firm/70000001054828413
Парикмахерская,,Ногтевые студии; Парикмахерские; Услуги пирсинга,"улица Ыргыз, 27",2 этаж,,Юго-Восток (левая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 12:00-21:00; Вт: 12:00-21:00; Ср: 12:00-21:00; Чт: 12:00-21:00; Пт: 12:00-21:00; Сб: 12:00-21:00; Вс: 12:00-21:00 (по предварительной записи),+05:00,3.6,6,87025041721,,,,,,,,,,,,,,,,,,,,,https://wa.me/77025041721,,,,,,,,,,,,,,,51.145765,71.511488,https://2gis.com/firm/70000001019838848
Saf,салон красоты,Ногтевые студии; Эпиляция; Парикмахерские; Оформление бровей и ресниц; Визажисты; Массажист; Косметолог; Обучение мастеров для салонов красоты,"проспект Улы Дала, 33",НП: 16,,,Нура район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.6,193,87713392787,,,,,,,,,https://instagram.com/saf.salonast,,,,,,,,,,,,https://wa.me/77713392787,,,,,,,,,,,,,,,51.099762,71.401381,https://2gis.com/firm/70000001078946504
nails_gulnur_,,Ногтевые студии,,,,,,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,5.0,9,87054978585,,,,,,,,,https://instagram.com/nails_gulnur_,,,,,,,,,,,,https://wa.me/77054978585,,,,,,,,,,,,,,,,,https://2gis.com/firm/70000001100126794
Alina,парикмахерская,Ногтевые студии; Парикмахерские,"проспект Богенбай батыра, 69",17 бутик; 2 этаж,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.178841,71.434573,https://2gis.com/firm/70000001022001060
Айша,салон красоты,Ногтевые студии; Парикмахерские; Оформление бровей и ресниц; Эпиляция; Косметолог; Массажист,"улица Сыганак, 16/1",,,,Нура район,Астана,,Астана,Казахстан,Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.6,80,87782553301 (кабинет парикмахера),87474079428 (кабинет массажа),,,,,,,,,,,,,,,,,,,,https://wa.me/77782553301,https://wa.me/77474079428,,,,,,,,,,,,,,51.129,71.377327,https://2gis.com/firm/70000001046635340
